de_Subject,de_Predicate,de_Object,Triple_ID,de_Subject_concept,de_Predicate_concept,de_Object_concept
Person,wird in,Verlauf einer solchen Befragung,directive_(eu)_2016_1919_en.txt,-,-,-
Person andere,wird,verdachtig,directive_(eu)_2016_1919_en.txt,-,-,-
Person andere,wird in,Kurs,directive_(eu)_2016_1919_en.txt,-,-,-
Person,wird,verdachtig,directive_(eu)_2016_1919_en.txt,-,-,-
Person andere,wird in,Verlauf der Befragung,directive_(eu)_2016_1919_en.txt,-,-,-
Person andere,wird in,Verlauf einer solchen Befragung,directive_(eu)_2016_1919_en.txt,-,-,-
Person,wird in,Verlauf der Befragung,directive_(eu)_2016_1919_en.txt,-,-,-
Befragung,Sei,sofort suspendiert,directive_(eu)_2016_1919_en.txt,-,-,-
betroffene Person,hat,wurde gemacht,directive_(eu)_2016_1919_en.txt,-,-,-
Person,hat,wo hat gemacht,directive_(eu)_2016_1919_en.txt,-,-,-
betroffene Person,hat,wo hat gemacht,directive_(eu)_2016_1919_en.txt,-,-,-
Es,sollen,sollte moglich sein,directive_(eu)_2016_1919_en.txt,-,-,-
Person,Ist,fahig,directive_(eu)_2016_1919_en.txt,-,-,-
Person,voll trainieren,in der Richtlinie vorgesehene Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Es,sollen,sollte aber moglich sein,directive_(eu)_2016_1919_en.txt,-,-,-
Person,voll trainieren,Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Person,Ubung,in der Richtlinie vorgesehene Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Person,voll trainieren,gewahrte Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Es,weitermachen,Befragung,directive_(eu)_2016_1919_en.txt,-,-,-
sie,werden,verdachtig,directive_(eu)_2016_1919_en.txt,-,-,-
Person,Ubung,Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Person,hat,wurde gemacht,directive_(eu)_2016_1919_en.txt,-,-,-
Er,werden,verdachtig,directive_(eu)_2016_1919_en.txt,-,-,-
Person,Ubung,gewahrte Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Entzug bei geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung von Sanktionen,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Entzug im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung im Zusammenhang mit geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung im Zusammenhang mit geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Entbehrung in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug bei relativ geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als die Entbehrung in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung im Zusammenhang mit geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung im Zusammenhang mit geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug bei geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Sanktionskompetenz,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Kompetenz,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung von Sanktionen,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung von Sanktionen Sonstiges,directive_(eu)_2016_1919_en.txt,-,-,-
Entbehrung,ist in,Bezug auf relativ geringfugige Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur Sanktionen Sonstiges,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,verfugt uber Kompetenz in,Mitgliedsstaaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur Sanktionen Sonstiges,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung von Sanktionen Sonstiges,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Deprivation,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Deprivation,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Entzug im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,verfugt uber Kompetenz in,Mitgliedsstaaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Kompetenz,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Autoritat andere,hat,Sanktionskompetenz,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Entbehrung in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Entzug bei relativ geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Zustandigkeit,ist in,Strafsachen,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Autoritat andere,hat,Die Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung im Zusammenhang mit relativ geringfugigen Straftaten liegt bei,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Entzug bei relativ geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als Entzug bei geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Freiheitsberaubung,directive_(eu)_2016_1919_en.txt,-,-,Freiheitsberaubung
Behorde,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug bei relativ geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung im Zusammenhang mit Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug bei geringfugigen Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Die Zustandigkeit fur die Verhangung anderer Sanktionen als der Benachteiligung im Zusammenhang mit relativ geringfugigen Straftaten liegt bei,directive_(eu)_2016_1919_en.txt,-,-,-
Autoritat andere,hat,Zustandigkeit fur andere Sanktionen als die Entbehrung in diesem Zusammenhang,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,hat,Zustandigkeit fur andere Sanktionen als Freiheitsentzug,directive_(eu)_2016_1919_en.txt,-,-,-
kann Fall,ist in,Zusammenhang mit Verkehrsdelikten,directive_(eu)_2016_1919_en.txt,-,-,-
Es,wurde,ware unvernunftig,directive_(eu)_2016_1919_en.txt,-,-,-
Es,wurde,in solchen Situationen ware unvernunftig,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,sicherstellen,Rechte gemass der Richtlinie,directive_(eu)_2016_1919_en.txt,-,-,-
Es,wurde,in Situationen ware unvernunftig,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,sicherstellen,Rechte gemass der Richtlinie,directive_(eu)_2016_1919_en.txt,-,-,-
Gesetz,sorgt fur,Verhangung einer Sanktion,directive_(eu)_2016_1919_en.txt,-,-,-
Gesetz,sorgt fur,Verhangung von Sanktionen bei Verstossen,directive_(eu)_2016_1919_en.txt,-,-,-
Gesetz,sorgt fur,Verhangung von Sanktionen bei geringfugigen Verstossen,directive_(eu)_2016_1919_en.txt,-,-,-
Gesetz,sorgt fur,Verhangung,directive_(eu)_2016_1919_en.txt,-,-,-
Rechts,ist in,Strafverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
Information,ist in,Strafverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
Gerichtsverhandlung,ist in,Strafverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
bestimmte geringfugige Vergehen,ist in,insbesondere geringfugige Verkehrsdelikte,directive_(eu)_2016_1919_en.txt,-,-,-
europaische Union,des Journals ist,l 297/3 12,directive_(eu)_2016_1919_en.txt,-,-,-
geringe Vergehen,Sei,Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,im Journal ist,l 297/3 12,directive_(eu)_2016_1919_en.txt,-,-,-
geringe Vergehen,ist in,Bezug auf allgemeine kommunale Vorschriften,directive_(eu)_2016_1919_en.txt,-,-,-
geringe Vergehen,Sei,Kriminelle Taten,directive_(eu)_2016_1919_en.txt,-,-,-
bestimmte geringfugige Vergehen,Sei,Kriminelle Taten,directive_(eu)_2016_1919_en.txt,-,-,-
bestimmte Straftaten,Sei,Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
Straftaten,Sei,Kriminelle Taten,directive_(eu)_2016_1919_en.txt,-,-,-
bestimmte geringfugige Vergehen,Straftaten in,Bezug auf allgemeine kommunale Vorschriften,directive_(eu)_2016_1919_en.txt,-,-,-
Straftaten,Sei,Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
bestimmte geringfugige Vergehen,Sei,Straftaten,directive_(eu)_2016_1919_en.txt,-,-,-
4.11.2016 im offiziellen Journal,ist in,Mitgliedsstaaten,directive_(eu)_2016_1919_en.txt,-,-,-
bestimmte Straftaten,Sei,Kriminelle Taten,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,sollte daher gelten,nur Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Gesetz,sorgt fur,respektieren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,sollte vorher gelten,Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,gelten soll,Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,sollte daher gelten,Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,sollte daher vorher beantragt werden,nur Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,gelten soll,nur Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,sollte vorher gelten,nur Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,sollte daher vorher beantragt werden,Verfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Anwendung,unterliegt,Bedingungen,directive_(eu)_2016_1919_en.txt,-,-,-
Anwendung,Ist,Thema,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,anwenden,Mitteltest,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Ist,gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollen,sollte in der Lage sein,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Ist,gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,vor der zustandigen Behorde zu erscheinen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die in der Richtlinie ausdrucklich genannten Handlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,vor der zustandigen Behorde erscheinen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,verifizieren,Besitz,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere Handlungen als diese,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die ausdrucklich genannten Handlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere Ermittlungshandlungen als diese,directive_(eu)_2016_1919_en.txt,-,-,-
Untersuchung,Sei,gestartet,directive_(eu)_2016_1919_en.txt,-,-,-
folgenden Situationen,identifizieren,verdachtig,directive_(eu)_2016_1919_en.txt,-,-,-
Person,erscheinen vorher,Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,erscheinen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,wirkt anders,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die ausdrucklich genannten Ermittlungshandlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,vor der Autoritat erscheinen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,Ermittlungshandlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die genannten Handlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die genannten Ermittlungshandlungen,directive_(eu)_2016_1919_en.txt,-,-,-
Person,erscheinen vorher,zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,verdachtig,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,Person,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,erscheinen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die in der Richtlinie genannten Handlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,verifizieren,Besitz von Waffen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,Handlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,Ermittlungshandlungen Sonstiges,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,beschuldigt,Person,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die in der Richtlinie genannten Ermittlungshandlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,Durchfuhrung,andere als die in der Richtlinie ausdrucklich genannten Ermittlungshandlungen,directive_(eu)_2016_1919_en.txt,-,-,-
verdachtig,bringen,vor der Behorde erscheinen,directive_(eu)_2016_1919_en.txt,-,-,-
Richtlinie,legt sich hin,Mindestregeln,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,gewahren,Rechtshilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,gewahren,Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
ausreichende Ressourcen,bezahlen fur,Unterstutzung durch einen Anwalt,directive_(eu)_2016_1919_en.txt,-,-,-
ausreichende Ressourcen,bezahlen fur,Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Echr-Personen,sind drin,Artikel 6 3,directive_(eu)_2016_1919_en.txt,-,-,-
Ressourcen,bezahlen fur,Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Ressourcen,bezahlen fur,Unterstutzung durch einen Anwalt,directive_(eu)_2016_1919_en.txt,-,-,-
Mindestregel,erlaubt,Mitgliedsstaaten,directive_(eu)_2016_1919_en.txt,-,-,-
Regel,erlaubt,anwenden,directive_(eu)_2016_1919_en.txt,-,-,-
Regel,erlaubt,Mitgliedsstaaten,directive_(eu)_2016_1919_en.txt,-,-,-
Regel,erlaubt,bewerben,directive_(eu)_2016_1919_en.txt,-,-,-
Mindestregel,erlaubt,bewerben,directive_(eu)_2016_1919_en.txt,-,-,-
Mindestregel,erlaubt,anwenden,directive_(eu)_2016_1919_en.txt,-,-,-
18 Mitgliedsstaaten,sollte sich hinlegen,Regelungen zur Bereitstellung von Prozesskostenhilfe,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
18 Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen zur Bereitstellung,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sich hinlegen,Vereinbarungen,directive_(eu)_2016_1919_en.txt,-,-,-
18 Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen zur Bereitstellung von Prozesskostenhilfe,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
18 Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen zur Bereitstellung von Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sich hinlegen,Regelungen zur Bereitstellung von Prozesskostenhilfe,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Mitgliedsstaaten,sollte sich hinlegen,Vereinbarungen uber die Bereitstellung von Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
18 Mitgliedsstaaten,sollte sich hinlegen,Regelungen zur Bereitstellung,directive_(eu)_2016_1919_en.txt,-,-,-
18 Mitgliedsstaaten,sollte sich hinlegen,Vereinbarungen uber die Bereitstellung von Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sich hinlegen,Regelungen zur Bereitstellung,directive_(eu)_2016_1919_en.txt,-,-,-
18 Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen zur Bereitstellung von Prozesskostenhilfe,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen zur Bereitstellung von Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sich hinlegen,praktische Regelungen zur Bereitstellung,directive_(eu)_2016_1919_en.txt,-,-,-
18 Mitgliedsstaaten,sollte sich hinlegen,Vereinbarungen,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,wird im Folgenden gewahrt,Anfrage des Verdachtigen,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,wird im Folgenden gewahrt,Anfrage,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,wird im Folgenden gewahrt,Anfrage des Verdachtigen,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,wird im Folgenden gewahrt,Anfrage,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,sollte ohne gewahren,unangemessene Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,sollte ohne gewahren,Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,Hilfe ohne Hilfe gewahren sollte,unangemessene Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,sollte ohne gewahren,Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,Hilfe ohne Hilfe gewahren sollte,unangemessene Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,Hilfe ohne Hilfe gewahren sollte,Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,sollte ohne gewahren,unangemessene Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,gewahren sollte,Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,gewahren sollte,Rechtshilfe,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,gewahren sollte,Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Behorden,Hilfe ohne Hilfe gewahren sollte,Verzogerung,directive_(eu)_2016_1919_en.txt,-,-,-
kompetente Autoritaten,gewahren sollte,Rechtshilfe,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,sollte haben,Recht auf Hilfe bei der Vollstreckung eines Mitgliedstaats,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,sollte haben,Anspruch auf Prozesskostenhilfe,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
gesuchte Personen,sollte haben,Rechts,directive_(eu)_2016_1919_en.txt,-,-,-
Personen,sollte haben,Anspruch auf Prozesskostenhilfe,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Personen,sollte haben,Rechts,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,sollte haben,Anspruch auf Hilfe im Mitgliedsstaat,directive_(eu)_2016_1919_en.txt,-,-,-
Personen,sollte haben,Recht auf Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,sollte haben,Anspruch auf Prozesskostenhilfe im Mitgliedsstaat,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Personen,sollte haben,Anspruch auf Prozesskostenhilfe im Vollstreckungsmitgliedstaat,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Personen,sollte haben,Anspruch auf Prozesskostenhilfe im Mitgliedsstaat,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Personen,sollte haben,Anspruch auf Hilfe im Mitgliedsstaat,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,sollte haben,Recht auf Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,ist in,ausfuhrender Mitgliedstaat,directive_(eu)_2016_1919_en.txt,-,-,-
Personen,sollte haben,Recht auf Hilfe bei der Vollstreckung eines Mitgliedstaats,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,sollte haben,Anspruch auf Prozesskostenhilfe im Vollstreckungsmitgliedstaat,directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
solche Entscheidungen,ist in,Mitgliedsstaat,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,Recht auf,Hilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sicherstellen,"l en Amtsblatt der Europaischen Union, um sicherzustellen",directive_(eu)_2016_1919_en.txt,-,-,-
Personen,Recht auf,Rechtshilfe,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte sicherstellen,l 297/4 de amtsblatt der europaischen union zu gewahrleisten,directive_(eu)_2016_1919_en.txt,-,-,-
