en_Subject,en_Predicate,en_Object,Triple_ID
suspect,carrying out,investigative acts,directive_(eu)_2016_1919_en.txt
suspect,carrying out,acts other than those referred,directive_(eu)_2016_1919_en.txt
suspect,carrying out,investigative acts other than those referred,directive_(eu)_2016_1919_en.txt
person,appear before,competent authority,directive_(eu)_2016_1919_en.txt
suspect,bringing,suspect,directive_(eu)_2016_1919_en.txt
suspect,bringing,person,directive_(eu)_2016_1919_en.txt
suspect,bringing,appear,directive_(eu)_2016_1919_en.txt
suspect,carrying out,acts other than those referred to in directive,directive_(eu)_2016_1919_en.txt
suspect,verifying,possession of weapons,directive_(eu)_2016_1919_en.txt
suspect,carrying out,acts,directive_(eu)_2016_1919_en.txt
suspect,carrying out,investigative acts other,directive_(eu)_2016_1919_en.txt
suspect,accused,person,directive_(eu)_2016_1919_en.txt
suspect,carrying out,investigative acts other than those referred to in directive,directive_(eu)_2016_1919_en.txt
suspect,carrying out,investigative acts other than those specifically referred to in directive,directive_(eu)_2016_1919_en.txt
suspect,bringing,appear before authority,directive_(eu)_2016_1919_en.txt
directive,lays down,minimum rules,directive_(eu)_2016_1919_en.txt
member states,grant,legal aid,directive_(eu)_2016_1919_en.txt
member states,grant,aid,directive_(eu)_2016_1919_en.txt
sufficient resources,pay for,assistance of lawyer,directive_(eu)_2016_1919_en.txt
sufficient resources,pay for,assistance,directive_(eu)_2016_1919_en.txt
echr persons,are have in,article 6 3,directive_(eu)_2016_1919_en.txt
resources,pay for,assistance,directive_(eu)_2016_1919_en.txt
resources,pay for,assistance of lawyer,directive_(eu)_2016_1919_en.txt
minimum rule,allows,member states,directive_(eu)_2016_1919_en.txt
rule,allows,apply,directive_(eu)_2016_1919_en.txt
rule,allows,member states,directive_(eu)_2016_1919_en.txt
rule,allows,to apply,directive_(eu)_2016_1919_en.txt
minimum rule,allows,to apply,directive_(eu)_2016_1919_en.txt
minimum rule,allows,apply,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,arrangements regarding provision of legal aid,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,practical arrangements regarding provision,directive_(eu)_2016_1919_en.txt
member states,should lay down,practical arrangements,directive_(eu)_2016_1919_en.txt
member states,should lay down,arrangements,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,practical arrangements regarding provision of legal aid,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,practical arrangements regarding provision of aid,directive_(eu)_2016_1919_en.txt
member states,should lay down,arrangements regarding provision of legal aid,directive_(eu)_2016_1919_en.txt
member states,should lay down,arrangements regarding provision of aid,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,arrangements regarding provision,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,arrangements regarding provision of aid,directive_(eu)_2016_1919_en.txt
member states,should lay down,arrangements regarding provision,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,practical arrangements,directive_(eu)_2016_1919_en.txt
member states,should lay down,practical arrangements regarding provision of legal aid,directive_(eu)_2016_1919_en.txt
member states,should lay down,practical arrangements regarding provision of aid,directive_(eu)_2016_1919_en.txt
member states,should lay down,practical arrangements regarding provision,directive_(eu)_2016_1919_en.txt
18 member states,should lay down,arrangements,directive_(eu)_2016_1919_en.txt
legal aid,is granted following,request by suspect,directive_(eu)_2016_1919_en.txt
legal aid,is granted following,request,directive_(eu)_2016_1919_en.txt
aid,is granted following,request by suspect,directive_(eu)_2016_1919_en.txt
aid,is granted following,request,directive_(eu)_2016_1919_en.txt
authorities,should grant without,undue delay,directive_(eu)_2016_1919_en.txt
competent authorities,should grant without,delay,directive_(eu)_2016_1919_en.txt
authorities,should grant aid without,undue delay,directive_(eu)_2016_1919_en.txt
authorities,should grant without,delay,directive_(eu)_2016_1919_en.txt
competent authorities,should grant aid without,undue delay,directive_(eu)_2016_1919_en.txt
competent authorities,should grant aid without,delay,directive_(eu)_2016_1919_en.txt
competent authorities,should grant without,undue delay,directive_(eu)_2016_1919_en.txt
authorities,should grant,aid,directive_(eu)_2016_1919_en.txt
authorities,should grant,legal aid,directive_(eu)_2016_1919_en.txt
competent authorities,should grant,aid,directive_(eu)_2016_1919_en.txt
authorities,should grant aid without,delay,directive_(eu)_2016_1919_en.txt
competent authorities,should grant,legal aid,directive_(eu)_2016_1919_en.txt
requested persons,should have,right to aid in executing member state,directive_(eu)_2016_1919_en.txt
requested persons,should have,right to legal aid,directive_(eu)_2016_1919_en.txt
requested persons,should have,right,directive_(eu)_2016_1919_en.txt
persons,should have,right to legal aid,directive_(eu)_2016_1919_en.txt
persons,should have,right,directive_(eu)_2016_1919_en.txt
requested persons,should have,right to aid in member state,directive_(eu)_2016_1919_en.txt
persons,should have,right to aid,directive_(eu)_2016_1919_en.txt
requested persons,should have,right to legal aid in member state,directive_(eu)_2016_1919_en.txt
persons,should have,right to legal aid in executing member state,directive_(eu)_2016_1919_en.txt
persons,should have,right to legal aid in member state,directive_(eu)_2016_1919_en.txt
persons,should have,right to aid in member state,directive_(eu)_2016_1919_en.txt
requested persons,should have,right to aid,directive_(eu)_2016_1919_en.txt
legal aid,is in,executing member state,directive_(eu)_2016_1919_en.txt
persons,should have,right to aid in executing member state,directive_(eu)_2016_1919_en.txt
requested persons,should have,right to legal aid in executing member state,directive_(eu)_2016_1919_en.txt
such decisions,is in,member state,directive_(eu)_2016_1919_en.txt
requested persons,right to,aid,directive_(eu)_2016_1919_en.txt
member states,should ensure,l en official journal of european union to ensure,directive_(eu)_2016_1919_en.txt
persons,right to,legal aid,directive_(eu)_2016_1919_en.txt
member states,should ensure,l 297/4 en official journal of european union to ensure,directive_(eu)_2016_1919_en.txt
they,are,until surrendered,directive_(eu)_2016_1919_en.txt
they,are,surrendered,directive_(eu)_2016_1919_en.txt
persons,right to,aid,directive_(eu)_2016_1919_en.txt
requested persons,right to,legal aid,directive_(eu)_2016_1919_en.txt
member states,should ensure,l 297/4 en official journal of european union ensure,directive_(eu)_2016_1919_en.txt
member states,should ensure,l en official journal of european union ensure,directive_(eu)_2016_1919_en.txt
respect,implementing,member states,directive_(eu)_2016_1919_en.txt
respect,implementing,directive,directive_(eu)_2016_1919_en.txt
they,should respect united nations principles in,doing so,directive_(eu)_2016_1919_en.txt
they,should respect united nations principles in,doing,directive_(eu)_2016_1919_en.txt
they,should respect on,access to legal aid in criminal justice systems,directive_(eu)_2016_1919_en.txt
they,should respect united nations principles on,access to legal aid,directive_(eu)_2016_1919_en.txt
they,should respect,united nations principles,directive_(eu)_2016_1919_en.txt
they,should respect united nations principles on,access in criminal justice systems,directive_(eu)_2016_1919_en.txt
united nations principles,access,guidelines,directive_(eu)_2016_1919_en.txt
they,should respect on,access in criminal justice systems,directive_(eu)_2016_1919_en.txt
they,should respect in,doing,directive_(eu)_2016_1919_en.txt
they,should respect in,doing so,directive_(eu)_2016_1919_en.txt
they,should respect on,access,directive_(eu)_2016_1919_en.txt
they,should respect united nations principles on,access to legal aid in criminal justice systems,directive_(eu)_2016_1919_en.txt
they,should respect on,access to legal aid,directive_(eu)_2016_1919_en.txt
access,is in,criminal justice systems,directive_(eu)_2016_1919_en.txt
they,should respect united nations principles on,access,directive_(eu)_2016_1919_en.txt
authority,should,should independent authority,directive_(eu)_2016_1919_en.txt
competent authority,should,should authority,directive_(eu)_2016_1919_en.txt
competent authority,should,should independent authority,directive_(eu)_2016_1919_en.txt
authority,should,should authority,directive_(eu)_2016_1919_en.txt
authority,be,independent,directive_(eu)_2016_1919_en.txt
involvement,should,should also possible in so far,directive_(eu)_2016_1919_en.txt
involvement,should,in urgent situations should however also possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should however also possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in situations should possible,directive_(eu)_2016_1919_en.txt
involvement,should,in urgent situations should however possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,should however possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in situations should also possible,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in situations should however also possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should however also possible in so far,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should however possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,should possible in so far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in urgent situations should possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,should however possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,in situations should also possible in so far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in situations should possible,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should however possible,directive_(eu)_2016_1919_en.txt
involvement,should,in urgent situations should possible in so far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in urgent situations should however possible in so far,directive_(eu)_2016_1919_en.txt
involvement,should,in urgent situations should however also possible in far,directive_(eu)_2016_1919_en.txt
prosecution,should,should possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,in urgent situations should however possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should however possible in so far,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should also possible in far,directive_(eu)_2016_1919_en.txt
prosecution,should,in situations should possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should however also possible in far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,should however also possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,in situations should however possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should also possible in so far,directive_(eu)_2016_1919_en.txt
involvement,should,should however possible in far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in situations should also possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should also possible in so far,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should also possible,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should possible in far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in urgent situations should possible,directive_(eu)_2016_1919_en.txt
temporary involvement,should,should also possible in so far,directive_(eu)_2016_1919_en.txt
involvement,should,should possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,in urgent situations should possible in far,directive_(eu)_2016_1919_en.txt
involvement,should,in situations should also possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should however possible,directive_(eu)_2016_1919_en.txt
prosecution,should,in urgent situations should however also possible in so far,directive_(eu)_2016_1919_en.txt
temporary involvement,should,in situations should also possible in far,directive_(eu)_2016_1919_en.txt
