en_Subject,en_Predicate,en_Object,Triple_ID,en_Subject_concept,en_Predicate_concept,en_Object_concept
commission,examine,further elements of minimum procedural rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,elements of minimum rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
european council,assess,whether,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,assessment,-
commission,examine,further elements of procedural rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,elements of rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,further elements for suspects,directive_(eu)_2016_1919_en.txt,-,-,-
european council,inviting,to examine,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
commission,examine,further elements of procedural rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
european council,underlined,non-exhaustive character,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
commission,examine,further elements of rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,further elements of rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,further elements,directive_(eu)_2016_1919_en.txt,-,-,-
european council,underlined,character,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
european council,underlined character,by inviting,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
commission,examine,further elements of minimum procedural rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
european council,underlined,non-exhaustive character of roadmap,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
further elements,accused,persons,directive_(eu)_2016_1919_en.txt,-,-,-
elements,accused,persons,directive_(eu)_2016_1919_en.txt,-,-,-
commission,examine,elements of procedural rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,elements of minimum rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,elements of minimum procedural rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
european council,inviting,commission,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
commission,examine,elements of rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,elements of minimum procedural rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,elements,directive_(eu)_2016_1919_en.txt,-,-,-
commission,examine,elements of procedural rights for suspects,directive_(eu)_2016_1919_en.txt,-,-,humanrights
commission,examine,further elements of minimum rights,directive_(eu)_2016_1919_en.txt,-,-,humanrights
european council,underlined,character of roadmap,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
commission,examine,elements for suspects,directive_(eu)_2016_1919_en.txt,-,-,-
european council,underlined character,inviting,directive_(eu)_2016_1919_en.txt,european:europeanconvention:european council,-,-
procedural rights,is in,criminal proceedings,directive_(eu)_2016_1919_en.txt,humanrights,-,criminalprocedure:criminal proceedings
european parliament,of eu is,3,directive_(eu)_2016_1919_en.txt,european:europeanconvention:parliament:nationalparliaments:european parliament,Ceuta:entrepreneur:entrepreneurship:eugenics:euro:euthanasia:eutrophication:liqueur:museum:neurobiology:neurology:neutrality:pasteurisation:petroleum:Reunion:therapeutics:european:therapeutic:europeanconvention,-
five measures,have,have adopted,directive_(eu)_2016_1919_en.txt,-,-,-
6 five measures,have,have adopted,directive_(eu)_2016_1919_en.txt,-,-,-
directive,relates to,second part of measure c of roadmap,directive_(eu)_2016_1919_en.txt,directive:directives,-,apartheid:partnership:account:accountant:accounting:acculturation:acid:acidification:acoustics:advance:aerodynamics:Africa:aircraft:alcohol:alcoholism:Alsace:America:anarchism:Anglicanism:Antarctica:antibiotic:apiculture:apprentice:apprenticeship:aquaculture:arboriculture:archaeology:archipelago:architecture:archives:Arctic:association:astronautics:Attica:bankruptcy:Basilicata:benchmarking:bio-ethics:biochemistry:bioclimatology:bioconversion:biometrics:bioprocess:biotechnology:branch:brick:broadcasting:brucellosis:buckwheat:by-catch:by-election:by-product:cadmium:calcium:calf:camping:cancer:candidate:cannery:carbon:carcase:Caricom:carpet:carrier:cartel:cartography:case-law:cassava:cast-iron:catalogue:cataloguing:catering:Catholicism:cattle:cease-fire:cellulose:cement:cemetery:Cenelec:censorship:census:ceramics:cereal-growing:cereals:cervidae:champagne:chaptalisation:charcoal:charge:chartering:cheese:chemistry:cheque:child:chlorine:chromium:church:cider:cindynics:cinema:circular:civics:civilisation:claim:classification:clergy:climate:climatology:cloning:clothing:clover:co-determination:co-financing:co-insurance:coal:cobalt:cocoa:coding:coffee:cohabitation:coke:collectivism:colonialism:Comecon:comitology:commemoration:commuting:competition:competitiveness:composition:computer:concessionaire:concrete:condiment:confectionery:confidentiality:conglomerate:conifer:Connacht:conservatism:consortium:constitution:consulate:consultancy:consumer:consumption:container:contraception:contract:cooperative:copper:copyright:cork:corporatism:correspondence:corrosion:corruption:Corsica:cosmology:costing:cotton:countertrade:county:cow:craftsman:cream:credit:crew:crime:criminology:crustacean:cryptography:culture:Curacao:custody:customers:customs:cybernetics:cyclone:cytology:Czechoslovakia:decentralisation:decision:decision-making:decolonisation:decontamination:decree:delinquency:democracy:democratisation:depoliticisation:descendant:desertification:dictatorship:dictionary:directive:directory:discounting:dissidence:divorce:doctor:document:documentation:Dominica:eco-label:Ecofin:ecologism:ecology:econometrics:economics:economy:Ecosoc:ecosystem:Ecu:Ecuador:education:election:electorate:electrochemistry:electrometallurgy:electronics:electrotechnology:emancipation:encyclopaedia:epidemic:ergonomics:ethics:eugenics:Eurocommunism:Eurocontrol:Eurocorps:Eurocredit:Eurocurrency:Eurydice:eutrophication:evidence:ex-serviceman:executive:facsimile:Fascism:financing:floriculture:France:Franche-Comte:franchising:furnace:Galicia:genetics:geochemistry:geophysics:glucose:governance:Greece:gynaecology:handicrafts:helicopter:herbicide:homicide:horticulture:hydrocarbon:hydroponics:ice:icebreaker:Iceland:Ile-de-France:illiteracy:income:incompatibility:incorporation:incoterms:incunabula:indemnification:infancy:inheritance:injunction:insect:insecticide:insurance:intellectual:interactivity:interference:invoicing:isoglucose:Jamaica:jurisdiction:lactose:Languedoc-Roussillon:legitimacy:Liberec:Liechtenstein:linguistics:livestock:lockout:logistics:lubricants:lucerne:Macao:Macedonia:machinery:macroeconomics:Madagascar:maintenance:manuscript:Marches:mathematics:mechanisation:medicament:medicine:mendicity:mercenary:merchandising:merchant:Mercosur:mercury:Mexico:micro-computer:micro-enterprise:microeconomics:microelectronics:microfinance:microform:microloan:Micronesia:microorganism:mnemonics:mollusc:Moluccas:Monaco:monocracy:Morocco:municipality:music:nanotechnology:narcotic:Nicaragua:nickel:nomenclature:non-violence:nuisance:ocean:Oceania:oceanography:offence:oligarchy:Olomouc:optics:orchard:ordinance:outplacement:outsourcing:over-production:pacifism:packaging:paediatrics:Pardubice:peace:peacekeeping:pesticide:petrochemicals:pharmacist:pharmacology:pharmacy:photochemistry:Picardy:piracy:plasticiser:plastics:plebiscite:police:politician:politics:post-communism:pre-packaging:prefabrication:prices:production:productivity:protectionism:protocol:province:psychiatry:psychoanalysis:psychology:publication:purchase:racism:radioactivity:receivership:recommendation:record:recording:recruitment:rediscounting:redundancy:reinsurance:reparcelling:repentance:republic:research:residence:rice:robotics:scanner:Schleswig-Holstein:schooling:schoolwork:Scotland:screen:sculpture:search:section:secularity:securities:self-defence:self-financing:sericulture:service:Seychelles:Sicily:silviculture:socialism:sociology:spectrometry:speech:starch:statistics:stock:Stockholm:subcontracting:sucrose:suicide:surveillance:Taric:teacher:teaching:technology:telecommunications:telematics:telemedicine:therapeutics:thermodynamics:ticket:tobacco:toxicology:traceability:tractor:triticale:Tuscany:underproduction:Unesco:Unicef:usufruct:Utrecht:vaccination:vaccine:vehicle:victim:vinification:violence:viticulture:volcanology:Vysocina:watercourse:workplace:zinc:zootechnics:article:charges:children:costs:directives:frameworkdecision:march:offences:security:services:stockholm:constitutional:decisions:documents:importance:legalactions:victims:documentary:recorded:recordings:screening:therapeutic:trafficcontrol:criminalprocedure:judicialreview:decisions...:diplomatic:europeanconvention:judicialcooperation
directive,relates to,second part of measure c regarding aid,directive_(eu)_2016_1919_en.txt,directive:directives,-,apartheid:partnership:account:accountant:accounting:acculturation:acid:acidification:acoustics:advance:aerodynamics:Africa:aircraft:alcohol:alcoholism:Alsace:America:anarchism:Anglicanism:Antarctica:antibiotic:apiculture:apprentice:apprenticeship:aquaculture:arboriculture:archaeology:archipelago:architecture:archives:Arctic:association:astronautics:Attica:bankruptcy:Basilicata:benchmarking:bio-ethics:biochemistry:bioclimatology:bioconversion:biometrics:bioprocess:biotechnology:branch:brick:broadcasting:brucellosis:buckwheat:by-catch:by-election:by-product:cadmium:calcium:calf:camping:cancer:candidate:cannery:carbon:carcase:Caricom:carpet:carrier:cartel:cartography:case-law:cassava:cast-iron:catalogue:cataloguing:catering:Catholicism:cattle:cease-fire:cellulose:cement:cemetery:Cenelec:censorship:census:ceramics:cereal-growing:cereals:cervidae:champagne:chaptalisation:charcoal:charge:chartering:cheese:chemistry:cheque:child:chlorine:chromium:church:cider:cindynics:cinema:circular:civics:civilisation:claim:classification:clergy:climate:climatology:cloning:clothing:clover:co-determination:co-financing:co-insurance:coal:cobalt:cocoa:coding:coffee:cohabitation:coke:collectivism:colonialism:Comecon:comitology:commemoration:commuting:competition:competitiveness:composition:computer:concessionaire:concrete:condiment:confectionery:confidentiality:conglomerate:conifer:Connacht:conservatism:consortium:constitution:consulate:consultancy:consumer:consumption:container:contraception:contract:cooperative:copper:copyright:cork:corporatism:correspondence:corrosion:corruption:Corsica:cosmology:costing:cotton:countertrade:county:cow:craftsman:cream:credit:crew:crime:criminology:crustacean:cryptography:culture:Curacao:custody:customers:customs:cybernetics:cyclone:cytology:Czechoslovakia:decentralisation:decision:decision-making:decolonisation:decontamination:decree:delinquency:democracy:democratisation:depoliticisation:descendant:desertification:dictatorship:dictionary:directive:directory:discounting:dissidence:divorce:doctor:document:documentation:Dominica:eco-label:Ecofin:ecologism:ecology:econometrics:economics:economy:Ecosoc:ecosystem:Ecu:Ecuador:education:election:electorate:electrochemistry:electrometallurgy:electronics:electrotechnology:emancipation:encyclopaedia:epidemic:ergonomics:ethics:eugenics:Eurocommunism:Eurocontrol:Eurocorps:Eurocredit:Eurocurrency:Eurydice:eutrophication:evidence:ex-serviceman:executive:facsimile:Fascism:financing:floriculture:France:Franche-Comte:franchising:furnace:Galicia:genetics:geochemistry:geophysics:glucose:governance:Greece:gynaecology:handicrafts:helicopter:herbicide:homicide:horticulture:hydrocarbon:hydroponics:ice:icebreaker:Iceland:Ile-de-France:illiteracy:income:incompatibility:incorporation:incoterms:incunabula:indemnification:infancy:inheritance:injunction:insect:insecticide:insurance:intellectual:interactivity:interference:invoicing:isoglucose:Jamaica:jurisdiction:lactose:Languedoc-Roussillon:legitimacy:Liberec:Liechtenstein:linguistics:livestock:lockout:logistics:lubricants:lucerne:Macao:Macedonia:machinery:macroeconomics:Madagascar:maintenance:manuscript:Marches:mathematics:mechanisation:medicament:medicine:mendicity:mercenary:merchandising:merchant:Mercosur:mercury:Mexico:micro-computer:micro-enterprise:microeconomics:microelectronics:microfinance:microform:microloan:Micronesia:microorganism:mnemonics:mollusc:Moluccas:Monaco:monocracy:Morocco:municipality:music:nanotechnology:narcotic:Nicaragua:nickel:nomenclature:non-violence:nuisance:ocean:Oceania:oceanography:offence:oligarchy:Olomouc:optics:orchard:ordinance:outplacement:outsourcing:over-production:pacifism:packaging:paediatrics:Pardubice:peace:peacekeeping:pesticide:petrochemicals:pharmacist:pharmacology:pharmacy:photochemistry:Picardy:piracy:plasticiser:plastics:plebiscite:police:politician:politics:post-communism:pre-packaging:prefabrication:prices:production:productivity:protectionism:protocol:province:psychiatry:psychoanalysis:psychology:publication:purchase:racism:radioactivity:receivership:recommendation:record:recording:recruitment:rediscounting:redundancy:reinsurance:reparcelling:repentance:republic:research:residence:rice:robotics:scanner:Schleswig-Holstein:schooling:schoolwork:Scotland:screen:sculpture:search:section:secularity:securities:self-defence:self-financing:sericulture:service:Seychelles:Sicily:silviculture:socialism:sociology:spectrometry:speech:starch:statistics:stock:Stockholm:subcontracting:sucrose:suicide:surveillance:Taric:teacher:teaching:technology:telecommunications:telematics:telemedicine:therapeutics:thermodynamics:ticket:tobacco:toxicology:traceability:tractor:triticale:Tuscany:underproduction:Unesco:Unicef:usufruct:Utrecht:vaccination:vaccine:vehicle:victim:vinification:violence:viticulture:volcanology:Vysocina:watercourse:workplace:zinc:zootechnics:article:charges:children:costs:directives:frameworkdecision:march:offences:security:services:stockholm:constitutional:decisions:documents:importance:legalactions:victims:documentary:recorded:recordings:screening:therapeutic:trafficcontrol:criminalprocedure:judicialreview:decisions...:diplomatic:europeanconvention:judicialcooperation:aid:legalaid
