fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
il,devrait,cependant devrait possible,directive_(eu)_2016_1919_en.txt,-,-,-
personne,exercer pleinement,droits,directive_(eu)_2016_1919_en.txt,personnel,-,-
personne,exercer,droits prevus dans la directive,directive_(eu)_2016_1919_en.txt,personnel,-,directive
personne,exercer pleinement,droits fournis,directive_(eu)_2016_1919_en.txt,personnel,-,-
il,continuer,interrogatoire,directive_(eu)_2016_1919_en.txt,-,-,-
elle,devenir,suspect,directive_(eu)_2016_1919_en.txt,-,-,-
personne,exercer,droits,directive_(eu)_2016_1919_en.txt,personnel,-,-
personne,a,a fait,directive_(eu)_2016_1919_en.txt,personnel,-,-
il,devenir,suspect,directive_(eu)_2016_1919_en.txt,-,-,-
personne,exercer,droits fournis,directive_(eu)_2016_1919_en.txt,personnel,-,-
autorite,a,competence pour les sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,infraction
autorite,a,competence pour imposer des sanctions,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour les sanctions autres que la privation en rapport avec les infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour les sanctions autres que la privation en relation avec,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour imposer des sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,infraction
autorite autre,a,competence pour imposer des sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,infraction
autorite autre,a,competence pour les sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour les sanctions,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour des sanctions autres que la privation de liberte en,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour des sanctions autres que la privation de liberte en,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour imposer des sanctions,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour imposer des sanctions autre,directive_(eu)_2016_1919_en.txt,-,-,-
privation,est dans,rapport a des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour les sanctions autres,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a competence en,Etats membres,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour les sanctions autres,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour imposer des sanctions autre,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour les sanctions autres que la privation,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour les sanctions autres que la privation,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour les sanctions autres que la privation en rapport avec les infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a competence en,Etats membres,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour les sanctions,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour les sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
juridiction,est dans,affaires criminelles,directive_(eu)_2016_1919_en.txt,juridiction,-,-
autorite,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour les sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,infraction
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_1919_en.txt,-,-,-
autorite autre,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour les sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
autorite autre,a,competence pour les sanctions autres que la privation en relation avec,directive_(eu)_2016_1919_en.txt,-,-,-
autorite,a,competence pour les sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt,-,-,-
peut cas,est dans,rapport aux infractions routieres,directive_(eu)_2016_1919_en.txt,-,-,rapport:infraction
il,serait,serait deraisonnable,directive_(eu)_2016_1919_en.txt,-,-,-
il,serait,dans de telles situations serait deraisonnable,directive_(eu)_2016_1919_en.txt,-,-,-
les autorites,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
il,serait,dans des situations serait deraisonnable,directive_(eu)_2016_1919_en.txt,-,-,-
autorites competentes,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
juridiction,est dans,affaires criminelles,directive_(eu)_2016_1919_en.txt,juridiction,-,-
loi,prevoit pour,imposition de sanctions,directive_(eu)_2016_1919_en.txt,loi,-,-
loi,prevoit pour,l'imposition de sanctions en cas d'infractions,directive_(eu)_2016_1919_en.txt,loi,-,-
loi,prevoit pour,l'imposition de sanctions pour des infractions mineures,directive_(eu)_2016_1919_en.txt,loi,-,infraction
loi,prevoit pour,imposition,directive_(eu)_2016_1919_en.txt,loi,-,-
droite,est dans,procedure penale,directive_(eu)_2016_1919_en.txt,-,-,procedure penale:procedure speciale
information,est dans,procedure penale,directive_(eu)_2016_1919_en.txt,information,-,procedure penale:procedure speciale
proces,est dans,procedure penale,directive_(eu)_2016_1919_en.txt,-,-,procedure penale:procedure speciale
suspects,est dans,procedure penale,directive_(eu)_2016_1919_en.txt,-,-,procedure penale:procedure speciale
certaines infractions mineures,est dans,certaines infractions mineures au code de la route,directive_(eu)_2016_1919_en.txt,infraction,-,infraction:code de la route
Union europeenne,du journal est,l 297/3 12,directive_(eu)_2016_1919_en.txt,-,journal,-
infractions mineures,etre,delits,directive_(eu)_2016_1919_en.txt,infraction,-,-
Etats membres,dans le journal est,l 297/3 12,directive_(eu)_2016_1919_en.txt,-,journal,-
infractions mineures,est dans,par rapport aux reglements communaux generaux,directive_(eu)_2016_1919_en.txt,infraction,-,rapport:reglement
infractions mineures,etre,infractions penales,directive_(eu)_2016_1919_en.txt,infraction,-,infraction
certaines infractions mineures,etre,infractions penales,directive_(eu)_2016_1919_en.txt,infraction,-,infraction
certaines infractions,etre,delits,directive_(eu)_2016_1919_en.txt,infraction,-,-
delits,etre,infractions penales,directive_(eu)_2016_1919_en.txt,-,-,infraction
certaines infractions mineures,delits dans,par rapport aux reglements communaux generaux,directive_(eu)_2016_1919_en.txt,infraction,-,rapport:reglement
delits,etre,delits,directive_(eu)_2016_1919_en.txt,-,-,-
certaines infractions mineures,etre,delits,directive_(eu)_2016_1919_en.txt,infraction,-,-
4.11.2016 fr journal officiel,est dans,Etats membres,directive_(eu)_2016_1919_en.txt,journal:journal officiel,-,-
certaines infractions,etre,infractions penales,directive_(eu)_2016_1919_en.txt,infraction,-,infraction
il,serait,serait deraisonnable,directive_(eu)_2016_1919_en.txt,-,-,-
il,serait,dans de telles situations serait deraisonnable,directive_(eu)_2016_1919_en.txt,-,-,-
les autorites,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
il,serait,dans des situations serait deraisonnable,directive_(eu)_2016_1919_en.txt,-,-,-
autorites competentes,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
juridiction,est dans,affaires criminelles,directive_(eu)_2016_1919_en.txt,juridiction,-,-
directif,devrait donc s'appliquer a,seules procedures,directive_(eu)_2016_1919_en.txt,-,-,-
loi,fournit dans,respect,directive_(eu)_2016_1919_en.txt,loi,-,-
directif,devrait s'appliquer avant de,procedure,directive_(eu)_2016_1919_en.txt,-,-,-
directif,devrait s'appliquer a,procedure,directive_(eu)_2016_1919_en.txt,-,-,-
directif,devrait donc s'appliquer a,procedure,directive_(eu)_2016_1919_en.txt,-,-,-
directif,devrait donc s'appliquer avant de,seules procedures,directive_(eu)_2016_1919_en.txt,-,-,-
directif,devrait s'appliquer a,seules procedures,directive_(eu)_2016_1919_en.txt,-,-,-
directif,devrait s'appliquer avant de,seules procedures,directive_(eu)_2016_1919_en.txt,-,-,-
directif,devrait donc s'appliquer avant de,procedure,directive_(eu)_2016_1919_en.txt,-,-,-
application,est soumis a,conditions,directive_(eu)_2016_1919_en.txt,-,-,-
application,est,sujet,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,appliquer,test de moyens,directive_(eu)_2016_1919_en.txt,-,-,-
l'aide juridique,est,accorde,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait,devrait pouvoir,directive_(eu)_2016_1919_en.txt,-,-,-
aide,est,accorde,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,apportant,comparaitre devant l'autorite competente,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes autres que ceux specifiquement vises dans la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
suspect,apportant,comparaitre devant l'autorite competente,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,verifier,possession,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes autres que ceux,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes autres que ceux specifiquement vises,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes d'enquete autres que ceux,directive_(eu)_2016_1919_en.txt,-,-,-
enquete,etre,commence,directive_(eu)_2016_1919_en.txt,-,-,-
situations suivantes,identifier,suspect,directive_(eu)_2016_1919_en.txt,-,-,-
personne,comparaitre devant,autorite,directive_(eu)_2016_1919_en.txt,personnel,-,-
suspect,apportant,apparaitre,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,agit autre,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes d'enquete autres que ceux specifiquement vises,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,apportant,comparaitre devant l'autorite,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes d'enquete,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes autres que ceux vises,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes d'enquete autres que ceux vises,directive_(eu)_2016_1919_en.txt,-,-,-
personne,comparaitre devant,autorite competente,directive_(eu)_2016_1919_en.txt,personnel,-,-
suspect,apportant,suspect,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,apportant,personne,directive_(eu)_2016_1919_en.txt,-,-,personnel
suspect,apportant,apparaitre,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes autres que ceux vises dans la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
suspect,verifier,possession d'armes,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,realisation,actes d'enquete autres,directive_(eu)_2016_1919_en.txt,-,-,-
suspect,accuse,personne,directive_(eu)_2016_1919_en.txt,-,-,personnel
suspect,realisation,actes d'enquete autres que ceux vises par la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
suspect,realisation,actes d'enquete autres que ceux specifiquement vises par la directive,directive_(eu)_2016_1919_en.txt,-,-,directive
suspect,apportant,comparaitre devant l'autorite,directive_(eu)_2016_1919_en.txt,-,-,-
directif,se couche,regles minimales,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,accorder,l'aide juridique,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,accorder,aide,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait,devrait pouvoir,directive_(eu)_2016_1919_en.txt,-,-,-
ressources suffisantes,payer pour,assistance d'avocat,directive_(eu)_2016_1919_en.txt,-,-,-
ressources suffisantes,payer pour,assistance,directive_(eu)_2016_1919_en.txt,-,-,-
personnes,sont ont dans,article 6 3,directive_(eu)_2016_1919_en.txt,personnel,-,-
ressources,payer pour,assistance,directive_(eu)_2016_1919_en.txt,-,-,-
ressources,payer pour,assistance d'avocat,directive_(eu)_2016_1919_en.txt,-,-,-
regle minimale,permet,Etats membres,directive_(eu)_2016_1919_en.txt,-,-,-
regle,permet,appliquer,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,appliquer,test de moyens,directive_(eu)_2016_1919_en.txt,-,-,-
regle,permet,Etats membres,directive_(eu)_2016_1919_en.txt,-,-,-
regle,permet,postuler,directive_(eu)_2016_1919_en.txt,-,-,-
regle minimale,permet,postuler,directive_(eu)_2016_1919_en.txt,-,-,-
regle minimale,permet,appliquer,directive_(eu)_2016_1919_en.txt,-,-,-
18 Etats membres,devrait se coucher,dispositions concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt,-,-,-
18 Etats membres,devrait se coucher,modalites pratiques de mise a disposition,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait se coucher,dispositions pratiques,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait se coucher,arrangements,directive_(eu)_2016_1919_en.txt,-,-,-
18 Etats membres,devrait se coucher,modalites pratiques concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt,-,-,-
18 Etats membres,devrait se coucher,les modalites pratiques d'octroi de l'aide,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait se coucher,dispositions concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait se coucher,dispositions relatives a l'octroi de l'aide,directive_(eu)_2016_1919_en.txt,-,-,-
18 Etats membres,devrait se coucher,dispositions concernant la fourniture,directive_(eu)_2016_1919_en.txt,-,-,-
18 Etats membres,devrait se coucher,dispositions relatives a l'octroi de l'aide,directive_(eu)_2016_1919_en.txt,-,-,-
Etats membres,devrait se coucher,dispositions concernant la fourniture,directive_(eu)_2016_1919_en.txt,-,-,-
